;numero_catalogo;data_entrada;data_determinacao;DataColetaInicial;ano_entrada;mes_entrada;ano_determinacao;mes_determinacao;ano_coleta;mes_coleta;class;kingdom;genero_ent;genero_atual;especie_ent;especie_atual;subespecie_atual;type;DeterminatorFirstName1;DeterminatorLastName1;altitude;max_altitude;ordem;familia;phylum;qualificador_atual;notas_taxonomicas
3063;6256;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3064;6257;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3065;6258;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3066;6259;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3067;6260;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3068;6261;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3069;6262;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3070;6263;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3071;6264;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3072;6265;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3073;6266;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3074;6267;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3075;6268;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3076;6269;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3077;6270;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3078;6271;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3079;6272;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3080;6273;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3081;6274;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3082;6275;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3083;6276;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3084;6277;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3085;6278;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3086;6279;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3087;6280;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3088;6281;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3089;6282;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3090;6283;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3091;6284;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3092;6285;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3093;6286;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3094;6287;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3095;6288;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3096;6289;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3097;6290;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3098;6291;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3099;6292;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3100;6293;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3101;6294;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3102;6295;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3103;6296;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3104;6297;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3105;6298;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3106;6299;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3107;6300;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3108;6301;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3109;6302;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3110;6303;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3111;6304;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3112;6305;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3113;6306;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3114;6307;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3115;6308;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3116;6309;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3117;6310;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3118;6311;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3119;6312;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3120;6313;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3121;6314;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3122;6315;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3123;6316;;00/00/1997;;;;1997.0;0.0;;;Reptilia;Animalia;Polychrus;Polychrus;acutirostris;acutirostris;nan;;T.;Freitas;;;Squamata;Polychrotidae;Chordata;;
3124;6317;;00/00/1997;00/00/1996;;;1997.0;0.0;1996.0;0.0;Reptilia;Animalia;Liophis;Liophis;jaegeri;jaegeri;nan;;R.;Fernandes;;;Squamata;Dipsadidae;Chordata;;
3125;6318;;00/00/1997;00/00/1996;;;1997.0;0.0;1996.0;0.0;Reptilia;Animalia;Liophis;Liophis;jaegeri;jaegeri;nan;;R.;Fernandes;;;Squamata;Dipsadidae;Chordata;;
3126;6319;;00/00/1997;00/00/1996;;;1997.0;0.0;1996.0;0.0;Reptilia;Animalia;Liophis;Liophis;jaegeri;jaegeri;nan;;R.;Fernandes;;;Squamata;Dipsadidae;Chordata;;
3127;6320;;00/00/1997;15/10/1996;;;1997.0;0.0;1996.0;10.0;Reptilia;Animalia;Liophis;Liophis;jaegeri;jaegeri;nan;;R.;Fernandes;;;Squamata;Dipsadidae;Chordata;;
3128;6321;;00/00/1997;15/10/1996;;;1997.0;0.0;1996.0;10.0;Reptilia;Animalia;Liophis;Liophis;jaegeri;jaegeri;nan;;R.;Fernandes;;;Squamata;Dipsadidae;Chordata;;
3129;6322;;00/09/2004;23/03/1997;;;2004.0;9.0;1997.0;3.0;Reptilia;Animalia;Atractus;Atractus;zebrinus;zebrinus;nan;;P.;Passos;;;Squamata;Dipsadidae;Chordata;;
3130;6323;;;12/02/1995;;;;;1995.0;2.0;Reptilia;Animalia;Helicops;Helicops;carinicaudus;carinicaudus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
3131;6324;;00/00/1998;02/01/1998;;;1998.0;0.0;1998.0;1.0;Reptilia;Animalia;Salvator;Salvator;meriane;meriane;nan;;M.;Soares;;;Squamata;Teiidae;Chordata;;
3132;6325;;15/01/1998;00/00/1988;;;1998.0;1.0;1988.0;0.0;Reptilia;Animalia;Chironius;Chironius;multiventris;multiventris;nan;;T.;Freitas;;;Squamata;Colubridae;Chordata;;
3133;6326;;15/01/1998;08/06/1986;;;1998.0;1.0;1986.0;6.0;Reptilia;Animalia;Chironius;Chironius;exolatus;exolatus;nan;;T.;Freitas;;;Squamata;Colubridae;Chordata;;
3134;6327;;15/01/1998;25/03/1954;;;1998.0;1.0;1954.0;3.0;Reptilia;Animalia;Chironius;Chironius;bicarinatus;bicarinatus;nan;;T.;Freitas;;;Squamata;Colubridae;Chordata;;
3135;6328;;;00/06/1989;;;;;1989.0;6.0;Reptilia;Animalia;Salvator;Salvator;meriane;meriane;nan;;;;;;Squamata;Teiidae;Chordata;;
3136;6329;;;00/02/1993;;;;;1993.0;2.0;Reptilia;Animalia;Micrurus;Micrurus;coralinus;coralinus;nan;;M.;Napoli;;;Squamata;Elapidae;Chordata;;
3137;6330;;;00/11/1993;;;;;1993.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;M.;Napoli;;;Squamata;Viperidae;Chordata;;
3138;6331;;;00/01/1993;;;;;1993.0;1.0;Reptilia;Animalia;Pseudoboa;Pseudoboa;nan;nan;nan;;M.;Napoli;;;Squamata;Dipsadidae;Chordata;sp.;
3139;6332;;00/00/1998;00/12/1991;;;1998.0;0.0;1991.0;12.0;Reptilia;Animalia;Philodryas;Philodryas;patagoniensis;patagoniensis;nan;;M.;Napoli;;;Squamata;Dipsadidae;Chordata;;
3140;6333;;00/00/1998;00/12/1991;;;1998.0;0.0;1991.0;12.0;Reptilia;Animalia;Chironius;Chironius;nan;nan;nan;;M.;Napoli;;;Squamata;Colubridae;Chordata;sp.;
3141;6334;;00/00/1998;00/00/1995;;;1998.0;0.0;1995.0;0.0;Reptilia;Animalia;Clelia;Clelia;clelia;clelia;nan;;M.;Napoli;;;Squamata;Dipsadidae;Chordata;;
3142;6335;;00/00/1998;06/02/1998;;;1998.0;0.0;1998.0;2.0;Reptilia;Animalia;Helicops;Helicops;carinicaudus;carinicaudus;nan;;R.;Fernandes;;;Squamata;Dipsadidae;Chordata;;
3143;6336;;00/00/1998;30/01/1998;;;1998.0;0.0;1998.0;1.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3144;6337;;00/00/1998;00/02/1998;;;1998.0;0.0;1998.0;2.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3145;6338;;00/00/1998;23/02/1998;;;1998.0;0.0;1998.0;2.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3146;6339;;00/00/1998;01/05/1991;;;1998.0;0.0;1991.0;5.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3147;6340;;00/00/1998;00/08/1940;;;1998.0;0.0;1940.0;8.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3148;6341;;00/00/1996;07/04/1989;;;1996.0;0.0;1989.0;4.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;bibronii;;H.;Zaher;;;Squamata;Leiosauridae;Chordata;;
3149;6342;;00/00/1996;19/09/1989;;;1996.0;0.0;1989.0;9.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;bibronii;;H.;Zaher;;;Squamata;Leiosauridae;Chordata;;
3150;6343;;00/00/1996;15/05/1989;;;1996.0;0.0;1989.0;5.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;bibronii;;H.;Zaher;;;Squamata;Leiosauridae;Chordata;;
3151;6344;;00/00/1998;13/11/1996;;;1998.0;0.0;1996.0;11.0;Reptilia;Animalia;Sibon;Sibon;nebulata;nebulata;nan;;E.;Freire;;;Squamata;Dipsadidae;Chordata;;
3152;6345;;00/00/1998;10/10/1991;;;1998.0;0.0;1991.0;10.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3153;6346;;00/00/1998;10/10/1991;;;1998.0;0.0;1991.0;10.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3154;6347;;00/00/1998;26/11/1996;;;1998.0;0.0;1996.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;R.;Fernandes;1280;;Squamata;Leiosauridae;Chordata;;
3155;6348;;00/00/1998;27/11/1996;;;1998.0;0.0;1996.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;R.;Fernandes;1280;;Squamata;Leiosauridae;Chordata;;
3156;6349;;00/00/1998;22/07/1986;;;1998.0;0.0;1986.0;7.0;Reptilia;Animalia;Enyalius;Enyalius;leechii;leechii;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3157;6350;;00/00/1998;11/11/1995;;;1998.0;0.0;1995.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;leechii;leechii;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;aff.;
3158;6351;;00/00/1986;19/09/1989;;;1986.0;0.0;1989.0;9.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;piores;;H.;Zaher;;;Squamata;Leiosauridae;Chordata;;
3159;6352;;00/00/1996;22/10/1997;;;1996.0;0.0;1997.0;10.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;H.;Zaher;;;Squamata;Leiosauridae;Chordata;;
3160;6353;;00/00/1996;09/06/1990;;;1996.0;0.0;1990.0;6.0;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;nan;;H.;Zaher;;;Squamata;Leiosauridae;Chordata;;
3161;6354;;00/00/1998;19/11/1987;;;1998.0;0.0;1987.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3162;6355;;00/00/1998;19/11/1987;;;1998.0;0.0;1987.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;R.;Fernandes;;;Squamata;Leiosauridae;Chordata;;
3163;6356;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;bilineatus;bilineatus;nan;;J.;Jackson;;;Squamata;Leiosauridae;Chordata;;
3164;6357;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;bilineatus;bilineatus;nan;;J.;Jackson;;;Squamata;Leiosauridae;Chordata;;
3165;6358;;00/00/1991;25/06/1991;;;1991.0;0.0;1991.0;6.0;Reptilia;Animalia;Amphisbaebna;Amphisbaebna;ridleyi;ridleyi;nan;;J.;Barros-filho;;;Squamata;Amphisbaenidae;Chordata;;
3166;6359;;00/00/1998;08/03/1998;;;1998.0;0.0;1998.0;3.0;Reptilia;Animalia;Chironius;Chironius;bicarinatus;bicarinatus;nan;;T.;Freitas;;;Squamata;Colubridae;Chordata;;
3167;6360;;;04/08/1997;;;;;1997.0;8.0;Reptilia;Animalia;Bothrops;Bothrops;moojeni;moojeni;nan;;;;;;Squamata;Viperidae;Chordata;;
3168;6361;;07/07/1997;07/08/1997;;;1997.0;7.0;1997.0;8.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;U.;Caramaschi;;;Squamata;Boidae;Chordata;;
3169;6362;;;00/09/1987;;;;;1987.0;9.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3170;6363;;;;;;;;;;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3171;6364;;00/00/1954;00/00/1951;;;1954.0;0.0;1951.0;0.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;S.;Vianna;;;Squamata;Boidae;Chordata;;
3172;6365;;;05/10/1943;;;;;1943.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3173;6366;;;05/09/1950;;;;;1950.0;9.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3174;6367;;;01/02/1952;;;;;1952.0;2.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3175;6368;;;05/09/1950;;;;;1950.0;9.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3176;6369;;;;;;;;;;Reptilia;Animalia;Paleosuchus;Paleosuchus;trigonatus;trigonatus;nan;;;;;;Crocodylia;Alligatoridae;Chordata;;
3177;6370;;00/00/1998;25/03/1998;;;1998.0;0.0;1998.0;3.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;R.;Fernandes;;;Squamata;Viperidae;Chordata;;
3178;6371;;00/00/1998;24/03/1998;;;1998.0;0.0;1998.0;3.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquarto;torquarto;nan;;M.;Soares;;;Squamata;Tropiduridae;Chordata;;
3179;6372;;00/00/1998;24/03/1998;;;1998.0;0.0;1998.0;3.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquarto;torquarto;nan;;M.;Soares;;;Squamata;Tropiduridae;Chordata;;
3180;6373;;00/00/1998;24/03/1998;;;1998.0;0.0;1998.0;3.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquarto;torquarto;nan;;M.;Soares;;;Squamata;Tropiduridae;Chordata;;
3181;6374;;00/00/1998;24/03/1998;;;1998.0;0.0;1998.0;3.0;Reptilia;Animalia;Tropidurus;Tropidurus;torquarto;torquarto;nan;;M.;Soares;;;Squamata;Tropiduridae;Chordata;;
3182;6375;;00/00/1998;00/00/1997;;;1998.0;0.0;1997.0;0.0;Reptilia;Animalia;Chelonia;Chelonia;mydas;mydas;nan;;R.;Fernandes;;;Testudines;Cheloniidae;Chordata;;
3183;6376;;00/00/1998;00/00/1997;;;1998.0;0.0;1997.0;0.0;Reptilia;Animalia;Chelonia;Eretmochelys;imbricata;imbricata;nan;;R.;Fernandes;;;Testudines;Cheloniidae;Chordata;;
3184;6377;;00/00/1998;13/02/1995;;;1998.0;0.0;1995.0;2.0;Reptilia;Animalia;Chelonia;Chelonia;mydas;mydas;nan;;R.;Fernandes;;;Testudines;Cheloniidae;Chordata;;
3185;6378;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3186;6379;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3187;6380;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3188;6381;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3189;6382;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3190;6383;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3191;6384;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3192;6385;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3193;6386;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3194;6387;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3195;6388;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3196;6389;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3197;6390;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3198;6391;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3199;6392;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3200;6393;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3201;6394;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3202;6395;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3203;6396;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
3204;6397;;;10/10/1948;;;;;1948.0;10.0;Reptilia;Animalia;Boa;Boa;constrictor;constrictor;nan;;;;;;Squamata;Boidae;Chordata;;
