;Catalog Number;Cataloged Date;Cataloger First Name;Cataloger Last Name;Online;Object Condition;Return Date;Count;Remarks;Specimen condition;Kingdom;Phylum 1;Class 1;Order 1;Family 1;Genus 1;Species 1;Species Author 1;Species Author Year 1;Qualifier 1;Type Status 1;Current 1;Determiner Last Name 1;Determined date 1;Remarks 1;Phylum 2;Class 2;Order 2;Family 2;Genus 2;Species 2;Species Author 2;Qualifier 2;Type Status 2;Current 2;Determiner Last Name 2;Determined date 2;Remarks 2;Start Date;End Date;Verbatim Date;Collector First Name 1;Collector Middle 1;Collector Last Name 1;Collector First Name 2;Collector Middle 2;Collector Last Name 2;Collector First Name 3;Collector Middle 3;Collector Last Name 3;Collector First Name 4;Collector Middle 4;Collector Last Name 4;Min Depth;Max Depth;Substratum;Habitat;Associated Taxa;Researcher Code;Trip Name;Remarks (CT);Method;Prep Type 1;Count 1;Description 1;Fluid Preservation 1;Storage Location 1;Prep Type 2;Count 2;Description 2;Fluid Preservation 2;Storage Location 2;Prep Type 3;Count 3;Description 3;Fluid Preservation 3;Storage Location 3;Continent;WaterBody;Country;State;County;Locality Name;Verbatim locality;Locality and habitat notes;LocationRemarks;Latitude/Longitude Type;Latitude;Longitude;Object Condition Citation;Journal
2108;IBUFRJ 2109;2013-06-17;Unknown;Unknown;Yes;Available;;;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Alciopidae;Vanadis;formosa;Claparède;1870;;;True;Bruna T. Faro;2011-00-00;;;;;;;;;;;False;;;;2000-05-01;;2000-05-01;Ricardo;Bastos;Guimaraes;Francisco;;Mattos;;;;;;;0.0;200.0;;Marine;;;;;Plankton net, mesh 200 µm, vertical drag;Formaldehyde 4%;;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;;;Brazil;;Pelágicos;;;;;Taxonomia e Padrões de Distribuição das Larvas dos Anelídeos Poliquetas da Região Central da Zona Econômica Exclusiva (13 e 25ºS e 28 e 42ºW) Brasileira;
2109;IBUFRJ 2110;2013-06-19;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-10-25;;2008-10-25;Petrobras;;;;;;;;;;;;609.0;609.0;;Marine;Solenosmilia variabilis;;Projeto Ecoproof;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3734528;-40.105225;;
2110;IBUFRJ 2111;2013-06-19;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2009-03-13;;2009-03-13;Petrobras;;;;;;;;;;;;628.0;628.0;;Marine;Solenosmilia variabilis;;Projeto Ecoproof;;;Ethanol 92%;2.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.381475;-40.1131444;;
2111;IBUFRJ 2112;2013-06-17;Unknown;Unknown;Yes;Available;;;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Alciopidae;Vanadis;minuta;Treadwell;1906;;;True;Bruna T. Faro;2011-00-00;;;;;;;;;;;False;;;;2000-04-30;;2000-04-30;Ricardo;Bastos;Guimaraes;Francisco;;Mattos;;;;;;;0.0;200.0;;Marine;;;;;Plankton net, mesh 200 µm, vertical drag;Formaldehyde 4%;;;Ethanol 70%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;;;Brazil;;Pelágicos;;;;;Taxonomia e Padrões de Distribuição das Larvas dos Anelídeos Poliquetas da Região Central da Zona Econômica Exclusiva (13 e 25ºS e 28 e 42ºW) Brasileira;
2112;IBUFRJ 2113;2013-07-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-11-21;;2008-11-21;Petrobras;;;;;;;;;;;;606.0;606.0;;Marine;Solenosmilia variabilis;;Projeto Ecoproof;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3734556;-40.1049639;;
2113;IBUFRJ 2114;2013-07-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-07-05;;2008-07-05;Petrobras;;;;;;;;;;;;608.0;608.0;;Marine;Madrepora oculata;;Projeto Ecoproof;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3752194;-40.1032083;;
2114;IBUFRJ 2115;2013-07-01;Unknown;Unknown;Yes;Available;;3.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2005-07-23;;2005-07-23;Petrobras;;;;;;;;;;;;1041.0;1041.0;;Marine;Lophelia pertusa;;;;;Ethanol 92%;3.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.4238111;-39.96735;;
2115;IBUFRJ 2116;2013-07-01;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2009-02-14;;2009-02-14;Petrobras;;;;;;;;;;;;608.0;608.0;;Marine;Solenosmilia variabilis;;Projeto Ecoproof;;;Ethanol 92%;2.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.4037028;-40.1264833;;
2116;IBUFRJ 2117;2013-07-01;Unknown;Unknown;Yes;Available;;3.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-08-05;;2008-08-05;Petrobras;;;;;;;;;;;;612.0;612.0;;Marine;Solenosmilia variabilis;;Projeto Ecoproof;;;Ethanol 92%;3.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3759806;-40.1030667;;
2117;IBUFRJ 2118;2013-07-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2009-02-14;;2009-02-14;Petrobras;;;;;;;;;;;;603.0;603.0;;Marine;Solenosmilia variabilis;;Projeto Ecoproof;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3828389;-40.1224139;;
2118;IBUFRJ 2119;2013-07-01;Unknown;Unknown;Yes;Available;;5.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-01-28;;2008-01-28;Petrobras;;;;;;;;;;;;603.0;603.0;;Marine;Errina sp.;;Projeto Ecoproof;;;Ethanol 92%;5.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.5047111;-40.175925;;
2119;IBUFRJ 2120;2013-07-01;Unknown;Unknown;Yes;Available;;7.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-01-28;;2008-01-28;Petrobras;;;;;;;;;;;;617.0;617.0;;Marine;Enallopsammia rostrata;;Projeto Ecoproof;;;Ethanol 92%;7.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3767528;-40.101425;;
2120;IBUFRJ 2121;2013-07-01;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-09-26;;2008-09-26;Petrobras;;;;;;;;;;;;608.0;608.0;;Marine;Solenosmilia variabilis;;Projeto Ecoproof;;;Ethanol 92%;2.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3831417;-40.122725;;
2121;IBUFRJ 2122;2013-07-01;Unknown;Unknown;Yes;Available;;5.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-01-29;;2008-01-29;Petrobras;;;;;;;;;;;;626.0;626.0;;Marine;Enallopsammia rostrata;;Projeto Ecoproof;;;Ethanol 92%;5.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3762056;-40.1048556;;
2122;IBUFRJ 2123;2013-07-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2004-04-11;;2004-04-11;Petrobras;;;;;;;;;;;;870.0;870.0;;Marine;Solenosmilia sp.;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3716083;-39.9917583;;
2123;IBUFRJ 2124;2013-07-01;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-06-10;;2008-06-10;Petrobras;;;;;;;;;;;;747.0;747.0;;Marine;Lophelia pertusa;;Projeto Ecoproof;;;Ethanol 92%;2.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.6313889;-40.1758333;;
2124;IBUFRJ 2125;2013-07-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Glyceridae;;;;;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2006-03-17;;2006-03-17;Petrobras;;;;;;;;;;;;745.0;745.0;;Marine;;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;;;;;
2125;IBUFRJ 2126;2013-07-01;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Daniel;2009-00-00;;;;;;;;;;;False;;;;2009-04-23;;2009-04-23;Petrobras;;;;;;;;;;;;626.0;626.0;;Marine;Enallopsammia rostrata;;Projeto Ecoproof;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3831139;-40.1127417;;
2126;IBUFRJ 2127;2013-07-01;Unknown;Unknown;Yes;Available;;3.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2006-03-17;;2006-03-17;Petrobras;;;;;;;;;;;;747.0;747.0;;Marine;Lophelia pertusa;;;;;Ethanol 92%;3.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.5145361;-40.8304083;;
2127;IBUFRJ 2128;2013-07-01;Unknown;Unknown;Yes;Available;;3.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;gilchristi;Day;1960;;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2005-07-13;;2005-07-13;Petrobras;;;;;;;;;;;;867.0;867.0;;Marine;Lophelia pertusa;;;;;Ethanol 92%;3.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro;;;;Point;-22.3651056;-39.9881444;;
2128;IBUFRJ 2129;2013-07-01;Unknown;Unknown;Yes;Available;;10.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Serpulidae;Hydroides;elegans;(Haswell; 1883);;;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-01-01;;2008-01-01;Vinicius;;;;;;;;;;;;;;;Marine;;;;;;Ethanol 92%;10.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Niterói;Clube Naval Charitas;;;Coordinates estimated from the locality;Point;-22.9355556;-43.1061111;;
2129;IBUFRJ 2130;2013-07-02;Unknown;Unknown;Yes;Available;;2.0;;Scales untied;Animalia;Annelida ;Polychaeta;Phyllodocida;Sigalionidae;Pholoides;sinepapillatus;Miranda & Brasil;2014;;Paratype;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2008-01-01;;2008-01-01;Petrobras;;;;;;;;;;;;622.0;622.0;;Marine;Solenosmilia variabilis;;;;;Ethanol 92%;2.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3675583;-40.0942333;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2130;IBUFRJ 2131;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Sigalionidae;Pholoides;sinepapillatus;Miranda & Brasil;2014;;Holotype;True;Vinicius D. Miranda;2012-00-00;;;;;;;;;;;False;;;;2012-01-01;;2012-01-01;Petrobras;;;;;;;;;;;;639.0;639.0;;Marine;Dead coral;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3781889;-40.09585;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2131;IBUFRJ 2132;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Holotype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-09-01;;2008-09-01;Petrobras;;;;;;;;;;;;612.0;612.0;;Marine;Lophelia pertusa;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3749861;-40.1028778;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2132;IBUFRJ 2133;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2009-03-13;;2009-03-13;Petrobras;;;;;;;;;;;;599.0;599.0;;Marine;Solenosmilia variabilis;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3814972;-40.1136889;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2133;IBUFRJ 2134;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2006-03-17;;2006-03-17;Petrobras;;;;;;;;;;;;605.0;605.0;;Marine;Solenosmilia variabilis;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.5204056;-40.2473778;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2134;IBUFRJ 2135;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-07-05;;2008-07-05;Petrobras;;;;;;;;;;;;572.0;572.0;;Marine;Enallopsammia profunda;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.4086444;-40.1031806;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2135;IBUFRJ 2136;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-12-22;;2008-12-22;Petrobras;;;;;;;;;;;;701.0;701.0;;Marine;Lophelia pertusa;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3781472;-40.0963556;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2136;IBUFRJ 2137;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-08-31;;2008-08-31;Petrobras;;;;;;;;;;;;622.0;622.0;;Marine;Solenosmilia variabilis;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3759528;-40.1045167;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2137;IBUFRJ 2138;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-09-01;;2008-09-01;Petrobras;;;;;;;;;;;;622.0;622.0;;Marine;Madrepora oculata;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3640056;-40.1118222;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2138;IBUFRJ 2139;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2009-05-23;;2009-05-23;Petrobras;;;;;;;;;;;;609.0;609.0;;Marine;Lophelia pertusa;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3930583;-40.1296639;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2139;IBUFRJ 2140;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2011-01-24;;2011-01-24;Petrobras;;;;;;;;;;;;620.0;609.0;;Marine;Solenosmilia variabilis;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-24.6413111;-38.0889972;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2140;IBUFRJ 2141;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-10-25;;2008-10-25;Petrobras;;;;;;;;;;;;608.0;608.0;;Marine;Errina sp.;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3688167;-40.1029833;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2141;IBUFRJ 2142;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-10-25;;2008-10-25;Petrobras;;;;;;;;;;;;617.0;617.0;;Marine;Solenosmilia variabilis;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3734528;-40.105225;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2142;IBUFRJ 2143;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2009-02-14;;2009-02-14;Petrobras;;;;;;;;;;;;617.3;617.3;;Marine;Solenosmilia variabilis;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.4037028;-40.1264833;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2143;IBUFRJ 2144;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2009-01-17;;2009-01-17;Petrobras;;;;;;;;;;;;605.0;605.0;;Marine;Enallopsammia profunda;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3675583;-40.094225;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2144;IBUFRJ 2145;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-08-31;;2008-08-31;Petrobras;;;;;;;;;;;;608.0;608.0;;Marine;Solenosmilia variabilis;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.3760417;-40.1044889;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
2145;IBUFRJ 2146;2013-07-02;Unknown;Unknown;Yes;Available;;1.0;;In good condition;Animalia;Annelida ;Polychaeta;Phyllodocida;Polynoidae;Harmothoe;ruthae;Miranda & Brasil;2014;;Paratype;True;"Vinicius D. Miranda; Ana C. Brasil";2012-00-00;;;;;;;;;;;False;;;;2008-06-10;;2008-06-10;Petrobras;;;;;;;;;;;;622.0;622.0;;Marine;Lophelia pertusa;;;;;Ethanol 92%;1.0;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Macaé;Bacia de Campos;Bacia de Campos;;;Point;-22.375825;-40.1032139;Filogenia das famílias Sigalionidae e Pholoidae- (Annelida: Polychaeta) com base em caracteres morfológicos;
